Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
187,Gordon Hayward,SF,31,CHO,25,25,33.8,6.0,13.2,.456,1.8,4.4,.396,4.3,8.8,.486,.523,3.4,4.0,.851,0.8,4.0,4.9,3.4,0.8,0.6,1.9,1.8,17.3,844,15.8,.575,.335,.305,2.5,13.0,7.6,14.6,1.2,1.7,11.1,21.1,,1.4,0.2,1.5,.088,,0.7,-1.9,-1.2,0.2
188,Aaron Henry,SF,22,PHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-20.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,,0.0,0.0,0.0,-0.576,,-18.8,-13.1,-31.9,0.0
189,Juan Hernangomez,PF,26,BOS,12,0,4.3,0.3,1.3,.267,0.2,0.8,.222,0.2,0.5,.333,.333,0.3,0.4,.800,0.5,0.6,1.1,0.0,0.3,0.0,0.4,0.3,1.2,51,6.8,.407,.600,.333,12.5,14.8,13.6,0.0,3.9,0.0,22.5,19.1,,-0.1,0.1,0.0,-0.037,,-5.4,-2.0,-7.4,-0.1
190,Willy Hernangomez,C,27,NOP,12,0,14.0,3.5,5.6,.627,0.2,0.2,1.000,3.3,5.4,.615,.642,1.5,2.1,.720,2.6,4.3,6.8,1.8,0.5,0.3,1.0,2.1,8.7,168,30.1,.667,.030,.373,19.2,33.9,26.3,23.0,1.8,1.7,13.3,22.9,,0.8,0.2,0.9,.269,,5.9,0.2,6.1,0.3
191,Tyler Herro,SG,22,MIA,21,7,33.7,8.0,18.3,.440,2.8,7.1,.393,5.2,11.1,.470,.517,2.3,2.7,.860,0.8,4.8,5.6,3.8,0.6,0.0,2.9,1.4,21.2,708,16.2,.545,.391,.148,2.7,15.8,9.4,19.7,0.9,0.2,13.0,29.4,,0.4,0.6,1.0,.070,,2.0,-1.6,0.4,0.4
192,Buddy Hield,SG,29,SAC,24,2,28.7,5.3,13.6,.388,3.6,10.0,.364,1.7,3.7,.455,.521,1.7,2.0,.837,0.8,3.5,4.3,2.3,0.7,0.3,1.6,2.1,15.9,688,14.1,.548,.731,.150,2.7,12.8,7.8,12.2,1.1,0.7,10.1,23.9,,0.6,0.3,0.9,.066,,2.3,-2.2,0.1,0.4
193,George Hill,SG,35,MIL,22,11,27.3,2.8,6.3,.442,1.0,3.0,.328,1.8,3.2,.549,.522,1.2,1.3,.929,0.9,2.7,3.6,2.5,0.8,0.1,1.0,1.8,7.7,600,10.8,.565,.486,.203,3.5,10.1,6.9,12.5,1.4,0.5,13.3,12.4,,0.7,0.6,1.3,.105,,-1.9,-0.4,-2.3,0.0
194,Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,139,3.4,.200,.650,.000,4.7,12.9,8.9,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0.0,-0.002,,-5.3,0.1,-5.2,-0.1
195,Aaron Holiday,PG,25,WAS,23,6,17.3,2.3,5.2,.433,0.6,1.6,.361,1.7,3.7,.464,.488,0.5,0.7,.800,0.2,1.4,1.6,1.9,0.5,0.3,1.1,1.5,5.6,398,9.0,.509,.300,.125,1.1,8.5,5.0,16.0,1.4,1.6,16.5,17.0,,-0.2,0.3,0.2,.021,,-3.4,-0.1,-3.5,-0.2
196,Jrue Holiday,PG,31,MIL,18,17,31.4,6.2,14.1,.439,1.8,5.1,.348,4.4,8.9,.491,.502,1.2,1.8,.656,0.7,3.9,4.7,6.1,1.3,0.5,2.6,2.1,15.3,565,15.8,.515,.364,.126,2.4,12.7,7.7,30.5,2.0,1.5,14.7,23.8,,0.4,0.7,1.1,.097,,0.0,-0.2,-0.2,0.3
197,Justin Holiday,SF,32,IND,23,15,28.1,3.6,9.0,.398,2.4,6.7,.357,1.2,2.3,.519,.532,0.3,0.5,.727,0.3,2.6,2.8,1.7,0.5,0.3,0.9,2.1,9.9,647,9.1,.538,.748,.053,1.0,9.8,5.4,8.3,0.9,0.9,9.1,15.6,,0.3,0.4,0.7,.054,,-1.2,-0.8,-2.0,0.0
198,Richaun Holmes,C,28,SAC,21,21,27.9,6.1,8.6,.707,0.1,0.2,.500,6.0,8.4,.712,.713,2.2,2.7,.807,2.8,6.9,9.6,1.4,0.3,1.0,1.5,3.1,14.5,586,22.8,.738,.022,.315,10.4,25.7,18.1,8.1,0.5,3.0,13.1,17.2,,2.2,0.6,2.7,.222,,2.6,-0.6,2.0,0.6
199,Rodney Hood,SF,29,MIL,17,0,14.9,1.0,3.4,.293,0.6,2.3,.282,0.4,1.1,.316,.388,0.5,0.5,1.000,0.3,1.7,2.0,0.8,0.3,0.1,0.1,0.9,3.2,254,6.2,.436,.672,.155,2.1,11.5,6.9,7.2,1.0,0.4,3.1,10.8,,0.1,0.2,0.3,.053,,-3.4,-1.3,-4.7,-0.2
200,Al Horford,C,35,BOS,20,20,29.1,4.7,10.1,.465,1.4,4.4,.310,3.4,5.8,.583,.532,2.1,2.4,.854,1.6,6.6,8.2,3.5,0.8,1.8,1.2,2.4,12.8,582,20.1,.574,.431,.238,5.8,24.4,15.1,18.5,1.3,5.8,9.3,18.6,,1.3,1.0,2.3,.192,,2.4,2.3,4.8,1.0
201,Talen Horton-Tucker,SG,21,LAL,11,8,28.6,4.0,10.5,.383,0.9,3.5,.256,3.1,6.9,.447,.426,1.7,1.8,.950,0.7,4.4,5.1,2.6,0.8,0.6,1.5,3.4,10.6,315,9.8,.473,.339,.174,2.7,15.9,9.4,13.0,1.4,2.0,11.4,18.9,,-0.1,0.3,0.2,.030,,-3.8,-1.1,-4.9,-0.2
202,Danuel House,SF,28,HOU,16,1,14.6,1.6,4.6,.338,0.6,2.1,.294,0.9,2.5,.375,.405,1.1,1.2,.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8,233,7.2,.467,.459,.257,1.8,17.5,9.8,12.0,1.0,2.0,17.9,18.2,,-0.3,0.2,-0.1,-0.020,,-4.9,-1.2,-6.0,-0.2
203,Dwight Howard,C,36,LAL,21,1,15.0,1.9,2.9,.650,0.2,0.3,.714,1.6,2.5,.642,.692,1.2,2.0,.619,1.5,3.8,5.3,0.5,0.9,0.7,1.0,1.9,5.2,314,17.5,.694,.117,.700,10.5,26.6,18.6,4.4,2.7,4.0,21.1,13.5,,0.5,0.6,1.1,.169,,-0.9,1.3,0.4,0.2
204,Markus Howard,SG,22,DEN,11,0,5.8,0.6,2.5,.250,0.5,1.9,.238,0.2,0.6,.286,.339,0.4,0.4,1.000,0.0,0.2,0.2,0.4,0.4,0.0,0.3,0.2,2.1,64,5.0,.386,.750,.143,0.0,3.5,1.7,8.7,3.1,0.0,9.2,23.1,,-0.2,0.1,-0.1,-0.084,,-5.5,-1.2,-6.7,-0.1
205,Kevin Huerter,SG,23,ATL,23,13,26.5,4.3,8.7,.488,1.7,4.4,.396,2.5,4.3,.580,.587,0.5,0.6,.846,0.3,3.0,3.3,2.3,0.3,0.2,1.2,1.8,10.7,609,12.5,.597,.502,.065,1.3,12.0,6.7,12.6,0.6,0.8,11.9,16.9,,0.8,0.2,1.0,.076,,-0.3,-1.0,-1.3,0.1
206,Jay Huff,C,23,LAL,1,0,8.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8,5.4,.000,1.000,.000,13.3,13.0,13.2,14.7,0.0,0.0,0.0,5.3,,0.0,0.0,0.0,.005,,-5.3,-0.8,-6.1,0.0
207,Elijah Hughes,SF,23,UTA,6,0,2.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.3,1.000,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.3,17,-3.7,.347,.500,1.000,0.0,6.1,3.2,0.0,0.0,0.0,25.8,9.9,,0.0,0.0,0.0,-0.097,,-10.0,-3.0,-13.0,0.0
208,De'Andre Hunter,SF,24,ATL,11,11,27.8,4.5,10.1,.450,1.4,3.5,.395,3.2,6.6,.479,.518,0.4,0.9,.400,0.4,2.4,2.7,0.6,0.6,0.3,1.3,2.9,10.8,306,7.7,.516,.342,.090,1.4,9.0,5.3,3.3,1.1,0.9,10.8,18.5,,-0.2,0.1,-0.1,-0.009,,-3.9,-1.6,-5.6,-0.3
209,Chandler Hutchison,SF,25,PHO,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,1.3,1.3,0.3,0.0,0.0,1.0,0.3,0.7,9,-1.4,1.000,.000,.000,0.0,45.2,23.3,14.5,0.0,0.0,75.0,19.3,,-0.1,0.0,0.0,-0.209,,-12.1,-1.9,-14.0,0.0
210,Bones Hyland,PG,21,DEN,15,0,15.8,2.7,6.9,.385,1.7,4.7,.352,1.0,2.2,.455,.505,1.0,1.1,.938,0.3,1.6,1.9,1.7,0.7,0.2,0.9,1.7,8.0,237,14.7,.540,.683,.154,1.9,11.3,6.6,16.6,2.3,1.2,10.5,23.6,,0.2,0.3,0.5,.092,,-0.6,0.5,-0.1,0.1
211,Serge Ibaka,C,32,LAC,10,3,14.7,1.7,4.6,.370,0.8,2.0,.400,0.9,2.6,.346,.457,0.5,0.8,.625,1.1,2.2,3.3,1.2,0.2,0.3,0.6,1.9,4.7,147,9.8,.475,.435,.174,8.1,15.4,11.8,11.8,0.7,1.8,10.8,16.4,,0.0,0.2,0.2,.072,,-2.8,-0.8,-3.6,-0.1
212,Andre Iguodala,SF,38,GSW,12,0,20.8,1.5,3.6,.419,0.4,1.9,.217,1.1,1.7,.650,.477,0.3,0.5,.667,0.7,2.8,3.5,3.8,0.8,0.8,0.8,1.0,3.8,250,12.5,.493,.535,.140,3.6,14.1,9.1,22.9,1.7,3.9,16.5,9.4,,0.3,0.5,0.8,.161,,-0.6,2.7,2.1,0.3
213,Joe Ingles,SF,34,UTA,23,5,24.6,2.8,6.1,.454,2.0,4.9,.407,0.8,1.2,.643,.617,0.3,0.4,.889,0.5,2.5,3.0,3.1,0.5,0.1,1.1,1.7,7.9,566,12.4,.628,.801,.064,2.3,10.6,6.7,17.3,1.0,0.4,14.7,13.1,,1.2,0.4,1.6,.135,,1.2,0.0,1.2,0.5
214,Brandon Ingram,SF,24,NOP,19,19,34.7,8.5,19.2,.444,1.8,4.9,.366,6.7,14.3,.471,.490,4.1,4.8,.846,0.9,5.3,6.2,4.7,0.4,0.4,3.1,2.1,22.9,659,17.2,.537,.255,.249,2.7,17.1,9.7,24.6,0.5,1.0,12.5,30.0,,0.6,0.1,0.7,.052,,1.9,-2.1,-0.1,0.3
215,Frank Jackson,PG,23,DET,22,2,21.4,3.3,8.5,.392,1.6,5.5,.300,1.7,3.0,.561,.489,1.4,1.6,.833,0.2,1.1,1.3,0.8,0.5,0.2,0.8,1.4,9.6,471,9.9,.525,.645,.194,1.1,6.0,3.3,6.2,1.2,1.0,8.2,20.1,,0.0,0.2,0.2,.023,,-2.5,-1.4,-3.9,-0.2
216,Isaiah Jackson,PF,20,IND,5,0,6.0,0.8,2.2,.364,0.0,0.0,,0.8,2.2,.364,.364,0.2,0.4,.500,0.6,1.2,1.8,0.0,0.2,0.2,0.2,1.8,1.8,30,5.2,.379,.000,.182,11.0,21.4,16.3,0.0,1.6,2.9,7.8,18.7,,0.0,0.0,0.0,-0.009,,-9.3,-1.2,-10.4,-0.1
217,Jaren Jackson Jr,PF,22,MEM,23,23,26.7,5.4,12.7,.426,2.3,6.1,.371,3.1,6.6,.477,.515,2.8,3.3,.842,1.1,4.4,5.6,1.0,0.8,2.0,1.4,3.4,15.8,614,18.0,.561,.481,.261,4.5,17.8,11.1,5.6,1.5,6.8,9.2,24.4,,0.9,0.6,1.5,.117,,0.3,-1.0,-0.7,0.2
218,Josh Jackson,SF,24,DET,19,3,19.0,2.6,6.5,.407,0.8,3.0,.281,1.8,3.5,.515,.472,1.2,1.7,.697,0.6,2.9,3.5,1.7,0.4,0.5,1.2,1.7,7.3,361,10.8,.505,.463,.268,3.1,17.9,9.9,15.3,1.1,2.3,14.3,19.1,,-0.1,0.3,0.2,.023,,-2.8,-0.9,-3.7,-0.2
219,Reggie Jackson,SG,31,LAC,24,24,33.3,6.5,16.5,.396,2.8,8.3,.335,3.8,8.2,.459,.481,1.4,1.8,.791,0.6,2.8,3.5,3.9,0.7,0.1,2.0,1.9,17.3,800,12.1,.500,.505,.109,2.0,8.7,5.5,19.0,1.0,0.3,10.4,25.2,,0.0,0.7,0.7,.040,,-1.0,-1.7,-2.8,-0.2
220,LeBron James,SF,37,LAL,12,12,36.9,9.6,20.2,.475,2.8,8.4,.337,6.8,11.8,.574,.545,3.6,4.8,.741,0.7,5.0,5.7,6.8,1.8,0.7,3.7,2.3,25.6,443,21.6,.574,.417,.240,1.9,14.1,8.1,31.1,2.4,1.6,14.1,30.0,,0.7,0.5,1.2,.127,,3.5,-0.7,2.8,0.5
221,DeJon Jarreau,SG,24,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.001,,-7.6,-2.3,-9.9,0.0
222,Ty Jerome,SG,24,OKC,19,1,14.3,2.4,6.1,.400,1.1,3.4,.308,1.4,2.6,.520,.487,1.3,1.5,.828,0.3,0.9,1.2,1.2,0.7,0.1,0.5,1.3,7.2,272,14.7,.532,.565,.252,2.2,6.5,4.3,14.5,2.5,0.7,7.3,21.8,,0.3,0.2,0.5,.088,,-1.0,0.2,-0.8,0.1
223,Isaiah Joe,SG,22,PHI,13,0,9.5,1.2,3.5,.333,0.8,2.6,.294,0.4,0.8,.455,.444,0.3,0.3,1.000,0.2,1.1,1.2,0.6,0.1,0.0,0.3,0.7,3.4,124,7.3,.470,.756,.089,1.7,12.4,7.0,9.3,0.4,0.0,7.9,18.5,,-0.1,0.0,0.0,-0.003,,-2.6,-3.2,-5.7,-0.1
224,Alize Johnson,PF,25,CHI,14,0,7.4,0.9,1.5,.571,0.0,0.1,.000,0.9,1.4,.600,.571,0.2,0.4,.600,1.0,1.3,2.3,0.6,0.2,0.0,0.5,0.9,1.9,104,12.8,.582,.048,.238,14.9,18.9,16.9,10.4,1.4,0.0,23.2,12.8,,0.1,0.1,0.3,.120,,-1.4,-2.0,-3.4,0.0
225,Cameron Johnson,PF,25,PHO,23,0,23.0,3.3,7.7,.424,2.0,4.8,.405,1.3,2.9,.455,.551,0.9,1.2,.714,0.3,3.0,3.3,1.3,0.7,0.3,0.7,1.3,9.3,530,12.3,.568,.627,.158,1.6,13.2,7.6,7.4,1.4,1.0,7.3,16.8,,0.5,0.7,1.2,.106,,-0.1,-0.1,-0.2,0.2
226,David Johnson,SG,20,TOR,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-20.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,-0.513,,-18.9,-9.2,-28.2,0.0
227,Jalen Johnson,PF,20,ATL,7,0,2.7,0.7,1.4,.500,0.3,0.6,.500,0.4,0.9,.500,.600,0.3,0.3,1.000,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2.0,19,23.8,.643,.400,.200,0.0,27.8,14.2,0.0,0.0,0.0,0.0,25.0,,0.1,0.0,0.1,.196,,6.1,-2.0,4.1,0.0
228,James Johnson,PF,34,BRK,14,0,17.1,1.9,4.0,.482,0.2,0.8,.273,1.7,3.2,.533,.509,0.4,1.0,.429,1.0,2.6,3.6,1.4,0.4,0.4,0.6,2.4,4.5,239,9.6,.507,.196,.250,6.4,15.2,11.0,11.1,1.0,2.2,12.6,13.1,,0.1,0.3,0.4,.081,,-3.3,0.1,-3.1,-0.1
229,Keldon Johnson,SF,22,SAS,21,21,31.8,5.8,12.4,.469,1.2,2.9,.410,4.6,9.5,.487,.517,2.1,3.2,.657,1.1,5.4,6.5,2.0,1.0,0.2,1.4,1.7,14.9,668,14.1,.541,.235,.258,3.6,18.0,10.7,9.1,1.4,0.5,9.1,20.4,,0.4,0.7,1.1,.082,,-1.1,-1.2,-2.3,0.0
230,Keon Johnson,SG,19,LAC,3,0,5.3,0.0,1.3,.000,0.0,0.3,.000,0.0,1.0,.000,.000,1.3,1.3,1.000,0.3,0.7,1.0,0.7,0.3,0.0,0.3,1.0,1.3,16,6.0,.347,.250,1.000,6.8,12.9,9.9,15.5,3.0,0.0,14.8,18.4,,0.0,0.0,0.0,.006,,-11.3,-1.9,-13.2,0.0
231,Nikola Jokic,C,26,DEN,17,17,32.3,10.2,17.4,.590,1.7,4.4,.387,8.5,12.9,.659,.639,3.9,5.1,.759,2.6,10.9,13.6,6.4,1.1,0.8,3.2,2.6,26.1,549,34.5,.665,.254,.295,9.1,37.7,23.4,38.4,1.7,2.2,14.2,31.9,,2.6,1.0,3.6,.316,,9.7,4.4,14.1,2.3
232,Damian Jones,C,26,SAC,10,0,8.4,1.2,1.7,.706,0.1,0.2,.500,1.1,1.5,.733,.735,0.7,1.1,.636,1.1,1.4,2.5,0.5,0.0,0.3,0.2,1.2,3.2,84,19.2,.733,.118,.647,13.8,17.5,15.6,8.7,0.0,3.0,8.4,12.1,,0.3,0.0,0.4,.220,,1.2,-0.8,0.4,0.1
233,Derrick Jones Jr,SF,24,CHI,20,0,17.6,2.5,4.0,.613,0.3,0.9,.333,2.2,3.1,.694,.650,1.4,1.6,.844,1.3,2.1,3.4,0.6,0.6,1.0,0.5,2.3,6.6,351,17.3,.696,.225,.400,7.9,13.0,10.5,4.4,1.5,5.0,9.6,13.0,,1.0,0.5,1.5,.204,,0.2,1.4,1.6,0.3
234,Herb Jones,C,23,NOP,23,14,26.4,2.7,5.8,.455,0.3,0.9,.333,2.3,4.9,.478,.481,0.8,1.0,.792,1.3,1.9,3.2,1.7,1.5,0.8,1.1,3.1,6.4,607,9.8,.512,.157,.179,5.0,8.1,6.5,9.0,2.8,2.8,15.2,12.0,,0.1,0.4,0.6,.044,,-4.0,0.8,-3.3,-0.2
235,Kai Jones,C,21,CHO,6,0,1.3,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.3,8,-7.8,1.000,.000,.000,0.0,13.6,6.6,0.0,0.0,0.0,75.0,21.1,,-0.1,0.0,-0.1,-0.418,,-16.0,-4.2,-20.3,0.0
236,Tre Jones,PG,22,SAS,19,0,9.8,1.7,3.2,.525,0.0,0.2,.000,1.7,3.0,.561,.525,0.5,0.5,1.000,0.1,1.1,1.1,1.4,0.3,0.0,0.6,0.7,3.8,186,12.6,.562,.066,.148,0.6,11.5,6.0,20.1,1.3,0.0,14.5,17.5,,0.1,0.1,0.3,.077,,-3.5,-0.7,-4.2,-0.1
237,Tyus Jones,PG,25,MEM,23,4,17.9,2.6,5.4,.476,0.8,2.0,.413,1.7,3.4,.513,.552,0.7,0.8,.889,0.2,2.3,2.5,3.8,0.8,0.1,0.7,0.4,6.7,411,18.0,.580,.371,.145,1.0,13.8,7.4,29.4,2.2,0.4,10.2,15.0,,1.1,0.2,1.3,.154,,1.7,-0.3,1.4,0.4
238,DeAndre Jordan,C,33,LAL,20,16,13.8,2.3,3.2,.703,0.0,0.0,,2.3,3.2,.703,.703,0.3,0.5,.600,1.7,4.3,6.0,0.4,0.4,0.9,0.8,1.8,4.8,276,18.8,.702,.000,.156,13.1,32.5,22.9,4.2,1.2,5.6,19.0,13.0,,0.5,0.5,1.0,.179,,-0.9,0.0,-0.9,0.1
239,Cory Joseph,PG,30,DET,22,4,21.5,2.2,5.2,.426,0.5,1.8,.308,1.7,3.5,.487,.478,1.5,1.9,.829,0.3,1.5,1.8,3.5,0.8,0.2,1.4,1.5,6.5,473,11.4,.541,.339,.357,1.5,8.2,4.6,25.4,1.9,1.0,18.4,14.8,,0.3,0.3,0.6,.060,,-3.0,-0.1,-3.1,-0.1
240,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,.455,0.2,0.4,.500,0.3,0.8,.429,.545,0.4,1.0,.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8,48,6.2,.535,.364,.818,8.9,8.4,8.6,0.0,1.0,2.0,21.1,16.9,,0.0,0.0,0.0,.008,,-5.3,-3.4,-8.7,-0.1
241,Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,181,22.1,.635,.227,.303,6.6,16.8,11.9,10.6,2.1,3.4,6.3,19.2,,0.6,0.3,0.9,.240,,2.4,1.0,3.4,0.2
242,Luke Kennard,SG,25,LAC,24,0,27.6,3.7,8.6,.430,2.5,5.9,.426,1.2,2.8,.439,.575,0.5,0.6,.929,0.2,3.1,3.3,1.9,0.8,0.1,0.8,1.4,10.5,663,12.0,.589,.681,.068,0.8,11.5,6.3,10.1,1.5,0.3,8.2,15.2,,0.8,0.7,1.5,.110,,-0.4,0.1,-0.3,0.3
243,Louis King,SF,22,SAC,3,0,16.3,2.3,7.0,.333,1.3,4.7,.286,1.0,2.3,.429,.429,2.0,2.3,.857,0.0,2.3,2.3,0.3,0.7,0.0,0.0,2.3,8.0,49,11.1,.498,.667,.333,0.0,15.0,7.5,3.0,2.0,0.0,0.0,20.9,,0.0,0.0,0.1,.078,,-2.9,-1.6,-4.5,0.0
244,Corey Kispert,SF,22,WAS,22,0,11.8,1.3,3.3,.389,0.4,2.0,.205,0.9,1.3,.679,.451,0.5,0.6,.786,0.4,1.4,1.8,0.5,0.2,0.1,0.3,0.4,3.5,260,8.9,.486,.611,.194,3.9,11.8,8.0,6.6,0.8,0.9,8.2,14.6,,0.0,0.2,0.2,.039,,-1.9,-1.3,-3.2,-0.1
245,Maxi Kleber,PF,30,DAL,13,3,23.4,2.8,6.2,.450,1.8,4.5,.390,1.0,1.6,.619,.594,0.9,1.2,.750,1.2,4.4,5.6,0.8,0.5,0.9,0.5,2.2,8.2,304,14.8,.615,.738,.200,5.4,21.2,12.9,5.3,1.1,3.5,7.4,13.7,,0.5,0.4,0.9,.143,,0.7,0.1,0.9,0.2
246,Nathan Knight,PF,24,MIN,9,0,3.8,0.6,0.8,.714,0.0,0.0,,0.6,0.8,.714,.714,0.8,1.1,.700,0.4,0.7,1.1,0.3,0.1,0.2,0.3,0.6,1.9,34,23.1,.746,.000,1.429,11.7,19.2,15.3,13.3,1.4,5.6,20.8,17.6,,0.1,0.1,0.2,.249,,0.9,2.9,3.8,0.1
247,Kevin Knox,SF,22,NYK,5,0,3.6,0.4,1.0,.400,0.2,0.6,.333,0.2,0.4,.500,.500,0.2,0.4,.500,0.4,0.0,0.4,0.2,0.0,0.0,0.4,0.4,1.2,18,5.2,.510,.600,.400,11.8,0.0,5.9,8.1,0.0,0.0,25.4,19.2,,0.0,0.0,0.0,-0.059,,-3.3,-4.6,-7.9,0.0
248,John Konchar,SG,25,MEM,21,0,15.0,1.7,3.0,.556,0.4,1.1,.375,1.2,1.9,.667,.627,0.1,0.4,.375,1.0,2.7,3.6,1.3,0.7,0.2,0.5,1.1,3.9,316,13.9,.616,.381,.127,6.7,19.0,12.8,11.2,2.1,1.2,14.2,10.3,,0.5,0.2,0.7,.111,,-0.6,0.1,-0.4,0.1
249,Furkan Korkmaz,SG,24,PHI,22,5,23.4,3.3,8.7,.382,1.7,5.1,.327,1.6,3.5,.462,.479,0.9,1.1,.792,0.3,2.5,2.8,2.5,0.8,0.1,1.0,0.9,9.2,514,11.9,.501,.592,.126,1.5,11.7,6.6,16.3,1.7,0.5,10.2,19.7,,0.1,0.4,0.4,.040,,-0.4,-2.1,-2.6,-0.1
250,Vit Krejci,SG,21,OKC,3,0,3.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.7,9,-0.9,.347,1.000,1.000,0.0,34.8,17.0,0.0,0.0,0.0,25.8,18.5,,0.0,0.0,0.0,-0.177,,-12.0,-4.3,-16.3,0.0
251,Jonathan Kuminga,SF,19,GSW,14,0,7.2,1.1,2.8,.410,0.1,1.0,.143,1.0,1.8,.560,.436,0.6,0.9,.615,0.5,1.1,1.6,0.4,0.3,0.1,0.6,1.2,3.0,101,8.7,.470,.359,.333,7.9,16.4,12.3,7.1,1.9,1.9,15.2,22.5,,-0.1,0.2,0.1,.042,,-6.2,-0.5,-6.7,-0.1
252,Kyle Kuzma,PF,26,WAS,24,24,32.3,4.8,11.3,.421,2.0,5.8,.348,2.8,5.5,.496,.509,1.3,2.0,.653,0.9,7.7,8.6,2.9,0.6,0.7,2.0,2.2,12.8,775,12.5,.526,.509,.181,3.0,24.4,14.2,13.5,0.9,1.8,14.3,19.7,,-0.1,1.0,0.9,.058,,-0.8,0.3,-0.5,0.3
253,Jeremy Lamb,SF,29,IND,18,0,13.6,2.2,5.6,.396,1.2,3.0,.389,1.1,2.6,.404,.500,1.6,1.6,1.000,0.3,2.3,2.7,1.1,0.4,0.4,0.4,1.1,7.2,245,18.1,.569,.535,.277,2.7,18.4,10.6,12.1,1.6,2.5,6.6,21.5,,0.5,0.3,0.9,.167,,3.0,0.6,3.7,0.3
254,Jock Landale,C,26,SAS,7,0,3.0,0.9,1.1,.750,0.1,0.3,.500,0.7,0.9,.833,.813,0.3,0.4,.667,0.3,0.0,0.3,0.3,0.0,0.1,0.1,0.1,2.1,21,29.4,.805,.250,.375,9.9,0.0,5.0,15.7,0.0,4.3,9.7,21.1,,0.1,0.0,0.1,.285,,6.2,0.3,6.4,0.0
255,Romeo Langford,SG,22,BOS,18,0,18.6,1.8,4.4,.405,0.8,2.0,.417,0.9,2.4,.395,.500,0.4,0.6,.727,0.9,2.2,3.1,0.5,0.4,0.1,0.6,1.3,4.8,334,8.3,.519,.456,.139,5.1,12.9,9.0,3.8,1.2,0.6,10.7,12.4,,0.1,0.3,0.4,.058,,-2.9,-0.6,-3.5,-0.1
256,Zach LaVine,SG,26,CHI,24,24,34.8,9.3,19.2,.486,2.8,7.5,.380,6.5,11.8,.553,.560,4.1,4.8,.868,0.4,5.0,5.4,3.9,0.5,0.4,2.5,1.5,25.6,836,21.5,.602,.388,.247,1.2,15.6,8.5,18.9,0.7,1.0,10.7,30.1,,1.9,0.8,2.7,.156,,5.1,-1.9,3.2,1.1
257,Jake Layman,SF,27,MIN,7,0,4.9,0.4,1.4,.300,0.1,0.6,.250,0.3,0.9,.333,.350,0.0,0.0,,0.1,0.6,0.7,0.0,0.1,0.1,0.3,0.1,1.0,34,2.0,.350,.400,.000,2.9,12.8,7.7,0.0,1.4,2.8,16.7,14.7,,-0.1,0.0,-0.1,-0.083,,-7.5,-3.0,-10.6,-0.1
